Date,Rating,Title,Opinion,Attraction
15 de julio de 2019,50,Acogedor restaurante que sirve buena comida con una sonrisa amistosa.,"Absolutamente buena comida y servicio amable en un ambiente acogedor. Sin ser empujados, de una manera humilde fuimos recibidos y disfrutamos mucho nuestra comida.",Restaurant
31 de julio de 2017,30,Insuficiente,Mi novio y yo fuimos aquí porque estaba recomendado en el libro de Lonely Planet. Los dos estábamos decepcionados con la comida y el ambiente.,Restaurant
7 de junio de 2017,50,Gran restaurante,Este es un muy buen restaurante en Trinidad (fuimos dos veces! ). La comida era deliciosa y el servicio fue estupendo. Disfrutamos especialmente del chapuzón casera con el pan caliente para empezar. Lo recomiendo encarecidamente!,Restaurant
6 de junio de 2017,50,Lugar fabuloso,"Recomendados por el dueño de casa. Plato principal elegido y luego en 10 CUC 4 entradas gratis fabuloso llegamos muy bien presentado un excelente servicio. Música en vivo preciosa sobre lugar rumor. Que agregar 10% de cargo por servicio, pero bien merece la pena",Restaurant
17 de mayo de 2017,40,Lugar decente - recomendado,"El restaurante ofrece buena comida a precios decentes. El personal es amable. Los platos principales vienen con una buena casa (pequeño) entrante, verduras, patatas y plátanos. Tuvimos cerdo y cordero y ambos platos estaban muy bien.",Restaurant
17 de mayo de 2017,50,Sólo estuvimos allí porque estaba lloviendo!,"Comimos aquí hace dos semanas, sólo detenido porque estaba lloviendo, y tuvimos una excelente comida, vino incluido. Todo el personal era muy amable, el ambiente era bueno",Restaurant
7 de mayo de 2017,40,"Comida sabrosa, y buen servicio.","A un precio razonable, la comida sabrosa. Precioso restaurante - vale la pena una visita. Las brochetas son sabrosos y la música en vivo fue genial.",Restaurant
6 de mayo de 2017,50,Restaurante fantástico.,"Excelente comida a precios razonables, sin duda una recomendación. Comimos en lugares más caros en Trinidad que no eran la mitad de bueno. Un entorno estupendo y el servicio, un lugar encantador.",Restaurant
16 de abril de 2017,50,Almuerzo,Estuvo muy bien. Había cinco de nosotros y todos disfrutamos allí comida. Sin duda regresaría si vuelvo a visitar de nuevo. El precio no estaba mal.,Restaurant
12 de abril de 2017,50,¡Maravillosa come,"Comimos aquí varias veces, mientras que en Trinidad y todo estaba delicioso! Los deliciosos sabores era complementado por un buen servicio.",Restaurant
17 de marzo de 2017,50,Comida estupenda!,"Buena comida (tenía camarones y carne, que era la recomendación de la casa), precios razonables en un ambiente encantador.",Restaurant
13 de marzo de 2017,50,Restaurante excelente trinidad,"EL CUBITO fue recomendado por nuestro anfitrión y no nos decepcionó. Limpio, buen servicio y comida sabrosa.",Restaurant
6 de marzo de 2017,50,"Buena comida, buen servicio.","Todo estaba delicioso. El servicio era amable, y los precios eran justos. Disfrutamos especialmente de la ensalada y mojitos.",Restaurant
19 de febrero de 2017,30,"Buena comida, buena música, Gran Precio","Por CUC 10 te dan un multi-platos, con un amuse bouche. Las porciones son de tamaño moderado. La comida está bien, y se sirve rápido: quieren girar la mesa. Tiene el típico especialidades Cubita cubana. Esta es una opción útil, pero no memorable.",Restaurant
12 de febrero de 2017,30,Lugar agradable comida decepcionante,"La decoración es muy agradable, buenas bebidas, una amplia selección de comida y bebidas, música en vivo y ambiente agradable, servicio eficiente, pero todas estas cosas son buenas para nada si la comida no es nada especial - decepcionante.",Restaurant
7 de febrero de 2017,40,"Comida sabrosa, recibiendo su nombre en la pared","Este pequeño restaurante es una verdadera joya en Trinidad. Cuando nos fuimos, los chefs parecían disfrutar de tallas esculturas hermosas fuera de la comida, que no era un problema. La música local fue hermoso y debe escribir su nombre en la pared antes de salir",Restaurant
26 de enero de 2017,40,Otros Llevamos aquí porque los lugares cerrados.,"Gran elección, buena comida, excelentes precios por debajo de $10, un gran servicio. Un tesoro escondido en la isla. Esta es una perspectiva diferente y feliz total ver a la gente vivir y a sí mismos como los dueños de pequeñas empresas. . .",Restaurant
25 de enero de 2017,50,Comida estupenda!,"Muy buena comida, excelente servicio. Buena ubicación, cerca de todo. Un ambiente estupendo. . Cerámica. algunas maravillosas antigüedades. Música.",Restaurant
10 de enero de 2017,50,Excelente comida y precios justos,Muy buen servicio y gran ambiente. Selección de menú. Comida y bebida selección bien hecho. Una de nuestras comidas favorito!,Restaurant
22 de diciembre de 2016,50,Mejor en Trinidad.,"Sin duda la mejor comida, servicio y relación calidad-precio que hemos tenido en Trinidad. Todo estaba súper fresca y todos los lados son geniales! Altamente recomendado!",Restaurant
22 de diciembre de 2016,40,"Caro, pero la comida es buena.","Me han recomendado este lugar por amigos. Ambiente agradable, buen servicio. Comida sabrosa. Buen lugar para una cena agradable.",Restaurant
9 de diciembre de 2016,50,"Buena comida, buen ambiente","Nuestro anfitrión nos recomendó La Cubita. . Y nos alegramos de que hizo. La comida era buena, el ambiente tan agradable, los precios eran razonables, práctico.",Restaurant
29 de noviembre de 2016,50,Restaurantes en Trinidad,"Excelente relación calidad-precio. La calidad de la comida, con un menú variado. Comida incluida entrantes pequeños y laterales. Mejores comidas en Cuba. Buen ambiente. El personal acogedor. Siempre ocupado. Recomiendo reservar.",Restaurant
7 de noviembre de 2016,50,"Gran ambiente, la comida era fantástica.","Muy buen restaurante con comida de alta calidad y servicio. Estaba lleno cuando fuimos, personas estaban siendo rechazados. Gran variedad en el menú. Sin duda lo recomiendo.",Restaurant
7 de septiembre de 2016,50,Excelente comida en un ambiente agradable!,Tienes que hacer una reserva antes de ir allí. El servicio era bueno y la comida! Lo recomiendo de verdad.,Restaurant
9 de julio de 2016,50,Buena comida,"No es mucho desde fuera, pero cuando entras te encantará la decoración. La comida era deliciosa y el precio era genial para la cantidad de comida que nos trae un marcador Sharpie como puedes escribir su nombre en una de las paredes del restaurante",Restaurant
4 de julio de 2016,50,Mejor en Trinidad.,"Paella de mariscos estaba cargado con langosta. El acceso amuse bouche-era deliciosa, y el servicio muy atento. Mucho mejor que la comida en la redaccion.",Restaurant
27 de mayo de 2016,50,Muy buena comida mientras estudiábamos hardware antiguo!,La decoración es una extensa colección de hardware de edificios coloniales que se han remodelado o demolido. Cada tipo de bisagra de hierro forjado a mano y uñas pueden verse en las paredes. Tuve el pescado para el almuerzo que disfruté mucho.,Restaurant
27 de mayo de 2016,50,Altamente recomendado,"Este lugar fue recomendado y creo que fue una buena recomendación. Buena comida y bebidas, buena música, servicio rápido, precios razonables.",Restaurant
26 de mayo de 2016,40,Conseguir uno de dinero vale la pena,"Regálese este restaurante absolutamente divino con gran personalidad y ambiente. Perfecto para amantes de mariscos, langosta y sugeriría la brocheta de gambas. Extensa carta de cócteles. El servicio es mejor que en la mayoría de los lugares de Trinidad.",Restaurant
14 de mayo de 2016,50,Comida estupenda!,"Este lugar tenía opciones de comida, muy sabroso, excelente servicio y buena relación calidad-precio, lo recomiendo a cualquiera que vaya allí, tuve la paella y fue uno de los más sabrosos que he tenido.",Restaurant
13 de mayo de 2016,30,"Lindo restaurante, buena comida.","Nos recomendaron el lugar por nuestro encargado. El lugar era realmente muy bonito y encantador, con música en vivo en el interior. La comida estaba bien. El precio era bueno.",Restaurant
18 de abril de 2016,50,La comida es deliciosa y el servicio estupendo,"Cuba no es conocido por su gran servicio de restaurante Cubita en Trinidad, pero es una excepción. Nos sentamos inmediatamente y el servicio fue excepcional. Comimos ahí dos noches y dos noches, la comida era muy sabrosa. Recomiendo encarecidamente Cubita en Trinidad.",Restaurant
15 de abril de 2016,40,"Buena comida, personal amable",Pequeño restaurante con menús guay en inglés y una lista razonable de vino. La comida era buena y la música en vivo de vuelta muy bueno. baja,Restaurant
3 de abril de 2016,40,Comida,"Vinimos aquí dos veces para el almuerzo y las dos veces había sido estupendo. Deliciosa comida con pan y moja, primer plato, ensalada y una principal por $15 CUC.",Restaurant
3 de abril de 2016,50,La comida es deliciosa,"La comida típica cubana, pero mejor preparado de lo habitual. Volvimos porque era tan bueno. El servicio era fantástico, también.",Restaurant
12 de marzo de 2016,50,Uno de los mejores de Cuba,Fuimos allí para almorzar temprano ya que fue recomendado por guía. Sin duda una buena comida con una buena relación calidad-precio. Bonito entorno fresco. Puede estar muy concurrido pero estuvimos allí en el momento adecuado.,Restaurant
11 de marzo de 2016,40,Lugar agradable y buena comida,"Hermosa paladar, bien decorada y la comida es deliciosa! El servicio es agradable. Es realmente un buen lugar para comer.",Restaurant
11 de marzo de 2016,50,Una comida realmente,"Elegí este libro de Lonely Planet y fue estupendo, aunque por suerte estábamos bastante temprano ad había gente haciendo fila para entrar después de las 19:00 h",Restaurant
24 de febrero de 2016,50,las enormes porciones de mariscos en un patio agradable entorno,"La cola de langosta era enorme - 3 libras? - a la parrilla y perfectamente. Y sólo 20 CUC y incluía una bebida, ensalada y postre. Se puede decir ganga. También se puede comprar cerámica hecha a mano.",Restaurant
23 de febrero de 2016,20,No son bienvenidos,"No tuvimos que comer aquí. El restaurante estaba lleno, pero la gente nos íbamos. Nadie en el restaurante nos acercó a informarnos de que frío que nos sentaran. No les importa. Finalmente la izquierda.",Restaurant
21 de febrero de 2016,40,Excelente comida y servicio,"Eficiente, servicio amable, la comida es excelente. El personal es muy atento. Fuimos a almorzar y volver más tarde durante la semana para la cena",Restaurant
23 de enero de 2016,30,Cerca de la cerámica de Santander Factory y Showroom,Un buen lugar para hacer uso de las instalaciones de ducharse antes de visitar la tienda de cerámica de la familia de Santander al otro lado de la calle.,Restaurant
19 de enero de 2016,50,Agradable restaurante con buen ambiente,Nos dieron una comida excelente. Todos disfrutamos pinchos diferentes. Había un trío de los músicos tocando y el servicio fue muy amable. Buenos cócteles y vinos disponibles por copa. Recomendado.,Restaurant
19 de enero de 2016,50,Excelente Ropa Vieja!,Disfrutamos mucho de nuestra visita a este restaurante. La comida (Menú vegetariano ropa vieja y paella) era excelente a un precio razonable. El servicio fue muy amable y el ambiente muy agradable.,Restaurant
15 de diciembre de 2015,40,Muy buena comida,"Encontramos este restaurante en un libro de viajes, y nos dieron una buena noche. La comida era muy buena y muy bien presentado y no te olvides de probar los cócteles de ron.",Restaurant
24 de noviembre de 2015,50,Comida sabrosa con música fabulosa Cuba con la flauta!,"La comida es genial, me dieron el estofado de cordero, que era una casa especial y fue maravilloso! El servicio atento y encantador ambiente. El flautista era un toque maravilloso. Ubicación céntrica y muy romántico.",Restaurant
5 de noviembre de 2015,40,habitaciones bien aquí ... !,"... la comida, el ambiente, la música, el servicio es de primera categoría. Completa las comidas con una ensalada $10 CUC. Restaurante interior notablemente bien organizado, con aire acondicionado.",Restaurant
30 de octubre de 2015,50,El mejor,"Excelente!!!!!!!!!, es el mejor restaurante en Trinidad. La comida es fresca y deliciosa. Los propietarios son amables. ¡Lo recomiendo al 100%, el precio es increíble!!!!!.",Restaurant
19 de octubre de 2015,50,Dice que nunca comida cubana no es bueno es un mentiroso!,El servicio fue fabuloso. Teníamos el plato mixto de mariscos. Siempre compartimos un plato ya que te dan un montón de comida para un plato. ¡Fue increíble! Hermoso ambiente también. Volveré aquí de nuevo.,Restaurant
18 de octubre de 2015,50,Delicioso y,"Cenamos aquí mi primera noche en Trinidad y superó nuestras expectativas. Pedí el plato de langosta y era ENORME! Dos enormes colas de langosta, una ensalada de empezar, e incluso un amuse bouche. El servicio fue muy amable y servicial y el comedor era precioso.",Restaurant
17 de octubre de 2015,50,Una de las mejores comidas que tuvimos en Cuba,"Cubita es un restaurante maravilloso. Primero de todo el aire acondicionado es increíble! La comida era excelente, grandes porciones, una de las mejores comidas que tuvimos en Cuba. Servicio perfecto.",Restaurant
25 de septiembre de 2015,50,Restaurante interesante en el corazón de Trinidad,Tuvimos una comida fantástica en este restaurante realmente interesante en Trinidad. La comida era increíble y realmente a un precio razonable. El servicio es excelente y la decoración muy guay.,Restaurant
13 de agosto de 2015,40,Buen restaurante y asequible,"Tienen una buena comida, es barato, la mayoría de la música en vivo, un buen y ambiente tranquilo, cerca de la casa donde nos alojábamos, en una calle agradable.",Restaurant
31 de julio de 2015,40,Muy bueno!,"Este restaurante tiene una gran variedad de pescado, carne y platos vegetarianos. Precio eran razonables. Gran ambiente!",Restaurant
27 de julio de 2015,40,Comida,"Un gran restaurante. vino y comida encantadora. El servicio era mejor que tuvimos en Trinidad. De precio medio, bien equipadas con aire acondicionado, lo recomiendo encarecidamente.",Restaurant
22 de abril de 2015,50,Muy buena comida,Realmente disfrutamos de la cena tuvimos en Cubita. La comida era buena y abundante. El ambiente era muy bueno y el servicio era muy bueno.,Restaurant
26 de marzo de 2015,40,Buena comida y buen precio.,"Buena comida de calidad y en abundancia. Este es un excelente restaurante privado, menú decente, con un servicio adecuado.",Restaurant
7 de febrero de 2015,40,La comida deliciosa!,Este es un bonito restaurante con una decoración preciosa y buena comida. El servicio es bueno y el personal es muy atento. Los músicos van mesa por mesa también eran agradables!,Restaurant
7 de febrero de 2015,40,Maravilloso lugar para comer en las afueras del casco antiguo de la ciudad,"Este bonito lugar está fuera del circuito turístico pero sirve bien (mar) comida a un precio muy razonable. Por supuesto es el camino turístico a ir, pero su cóctel de la casa en bonitos tazas y cerámica caer gustos agradable.",Restaurant
10 de enero de 2015,50,Buena comida,Realmente disfrutamos de este restaurante. Bueno era muy sabroso y fresco. El personal era muy atento. Lo recomendaría a cualquiera que viaje a Trinidad. Precio también estaba bien,Restaurant
30 de noviembre de 2014,40,Genial!,"Buen servicio, la comida era deliciosa y el ambiente era muy agradable. Asegúrate de visitar cuando estás en Trinidad!",Restaurant
19 de octubre de 2014,50,¡Qué delicia de ensaladas para ir con todo lo demás.,"Después de una semana de viaje comiendo básicamente arroz y frijoles y verduras floja , comer verdura frescos como un plato o parte principal fue una gran delicia! El servicio no podría ser mejor.",Restaurant
25 de agosto de 2014,20,imán de Lonely Planet,"Servicio lento autocomplacencia, la comida normal, música en vivo parecía aburrido, pero el restaurante lleno, el efecto lonely planet - muchos otros lugares en Trinidad",Restaurant
10 de agosto de 2014,40,Bonito lugar,Es un lugar agradable con muy buen servicio. La comida es deliciosa y nos divertimos hablando con los camareros y músicos. Menú servido. El diseño interior hacen que te sientas cómodo y relajado.,Restaurant
17 de abril de 2014,50,comida fabulosa,Nos recomendaron este restaurante por nuestro guía. La comida era increíble. El budín de naranjas escalfado en caramelo cubiertas con cocoteros y queso cheddar fue el paraíso.,Restaurant
4 de marzo de 2014,40,mejor comida en un restaurante en Cuba,"Gran servicio, super comida, recomiendo la carne rallado, una de las mejores comidas que tuvimos en un viaje de dos semanas por Cuba",Restaurant
24 de enero de 2014,50,"buena comida, buen ambiente","bien decorado restaurante, personal amable, menú más variado de lo que la mayoría de los sitios, la comida más elaboradamente prepardd, con cama tamaño queen en el esfuerzo pressentation, sirven vino",Restaurant
13 de diciembre de 2013,50,Una de las mejores comidas en Cuba,"Muy buena comida de calidad, langosta y pescado muy fresco. Una de nuestras mejores comidas en Cuba en dos semanas. El personal es muy atento y buen ambiente. Un poco más caro que la media, pero realmente vale la pena el precio. Muy recomendable.",Restaurant
11 de diciembre de 2012,50,excelente!,"Buena comida, buen servicio! la gente de allí es muy amable y te hacen sentir como si estuvieras en casa ... En mi próxima visita sin duda re-visitar! ¡Me encanta!",Restaurant
5 de diciembre de 2012,50,Un muy buen restaurante,"cubita es un muy buen restaurante ... fresca comida, muy buena langosta, y la gente que trabaja allí muy amable. Los precios son honestos, si te alojas en Trinidad y no comer en una casa particular, ¡tienes que probarlo!",Restaurant
3 de noviembre de 2012,50,Excelente restaurante,"sólo puedo confirmar lo que ya se ha dicho aquí. excelente restaurante de Cuba, quizás el mejor comimos en. Tuve la paella que se preparó con gambas y langosta. Nos encantó. personal amable y atento. Recomendamos encarecidamente.",Restaurant
29 de abril de 2012,50,Gran paladar en Trinidad,Comimos aquí un par de veces y me encantó. buen pescado y carne opciones en el menú con un personal muy amable y habla un buen inglés (y se ofrecen clases de español si estás interesado). Muy recomendable.,Restaurant
31 de marzo de 2012,40,mejor comimos!,este fue el mejor restaurante que comimos en todo el viaje y una buena relación calidad-precio.,Restaurant
1 de agosto de 2020,50,Excelente servicio,"Excelente servicio, el ambiente muy agradable y las personas que nos atendieron lo hicieron más agradable todavía, la comida muy bien!!",Restaurant
14 de marzo de 2020,50,Nos encantó! Volvimos varias veces,"Pequeño local con personal encantador... Comida típica cubana, con buenas raciones y a precios más que razonables. Nos gustó tanto que volvimos dos veces durante nuestra estancia en Trinidad. De los mejores restaurantes que visitamos en nuestro viaje por Cuba.",Restaurant
12 de octubre de 2019,50,"Muy buen sitio, sino el mejor.",Buena relación calidad precio. Comida muy auténtica y servicio eficiente y eficaz. No está muy cerca del centro pero merece la pena acercarse.,Restaurant
19 de agosto de 2019,50,Comida muy rica,"Pequeño Restaurante con riquisimos platos tipicos de zona. Economico. Limpio, bien decorado y con servicio muy atento. Quiza un poco alejado del centro turistico de la ciudad pero el paseo para llegar vale la pena.",Restaurant
14 de agosto de 2019,50,Me encanto,El restaurante esta bien decorado y limpio . Los precios bien económicos y la comida bien deliciosa. Tienen buenas variedades .uno de los mejores q he visitado en Cuba,Restaurant
7 de junio de 2019,50,Mágico religioso,Los dueños le dieron un toque mágico religioso a este restaurant por lo que comer langosta ya es una experiencia mágica por favor tambien tomen un daiquiri con esta rica y mágica langosta.,Restaurant
24 de marzo de 2019,50,Buena opción,"Restaurante acogedor. Las personas que nos atendieron muy amables. La comida estaba sabrosa, con buena presentación y servicio eficiente.",Restaurant
8 de marzo de 2019,50,"Lo mejor, lejos!","Excelentisima comida y precios super baratos!!!! Adoptamos este lugar para comer casi todas nuestras comidas!!! La atención de los mozos es excelente, la limpieza del lugar y la decoración son de muy buen aspecto! No se lo pierdan!",Restaurant
26 de septiembre de 2018,50,Excelente restaurante,Muy buen restaurante. De lo mejor que he probado en Cuba! Buenos precios y porciones de comida. Muy atentos!,Restaurant
24 de julio de 2018,50,Comida deliciosa a buen precio,"Fuimo a cenar y comimos varios platos, todos muy buenos y a buen precio. La langosta exquisita y por 9 pesos. La lasaña también increíble. Comimos mucho y muy bien por unos 35 CUC, incluyendo 2 langostas. Sin duda lo recomiendo.",Restaurant
17 de febrero de 2018,30,Bueno,Pedí un cócktel de gambas y también tomamos langosta. Trato correcto y lugar agradable. La vianda que acompaña a la langosta es reducida.,Restaurant
5 de enero de 2018,50,Rico y barato y con buena atención,"Calidad , precios y atencion dificil de encontrar en Cuba.. meseros amables ( - muy raro en cuba) limpio rico economico lo recomiendo 100% - Cuba",Restaurant
23 de julio de 2017,50,Para no perdérselo,Estuvimos dos noches en Trinidad y las dos noches fuimos a este restaurante. La comida es excelente (las langostas espectaculares) y por un precio razonable.,Restaurant
23 de agosto de 2016,40,De las mejores opciones de Trinidad,En la casa dónde nos alojábamos en Trinidad nos recomendaron el restaurante y fuimos un par de veces. El lugar es limpio y acojedor. Un buen sitio para probar la langosta (para mí mejor la enchilada).,Restaurant
16 de marzo de 2016,20,regular,"Tardaron 1 hora 10 en traernos la comida, de hecho vimos como comió el chef antes que nosotros. una pareja se levanto y se fue sin comer también por la demora.",Restaurant
23 de noviembre de 2015,50,¡Muy recomendable!,"Un excelente lugar para comer o tomar unos tragos. Muy cerca del centro. La atención y la comida espectacular. Muy buen precio por la cantidad, calidad y presentación de sus platos. Bien ambientada y tranquila.",Restaurant
3 de septiembre de 2015,40,Recomendable!!!!!,"El lugar es muy agradable, la música muy alegre, la decoración muy linda y típica. La comida muy rica, fresca y abundante, excelente relación precio calidad!! Para recomendar ""camarones rebozados con arroz congri"" DELICIOSOS!!!",Restaurant
18 de agosto de 2015,50,"Un sitio encantador , muy buena relación , calidad-precio","En las 3 noches que estuve en Trinidad ,éste fue un lugar de recurrente visita.Una variada oferta , precios económicos, comida sabrosa , buen servicio y muy cerca del centro . Bien recomendado para todos que visiten esta encantadora ciudad colonial de Cuba.",Restaurant
15 de agosto de 2015,50,De las mejores comidas en Cuba,Lo encontramos de casualidad y fue todo un descubrimiento. Los camareros muy majos y la comida excelente. Muy buena relación calidad-precio.,Restaurant
4 de junio de 2015,30,Un hambre,La verdad que es un lugar para comer y ir a pasar un tiempo y disfrutar. Me encanto la comida y la verdad tengo hambre ahora.,Restaurant
13 de mayo de 2015,50,mi linda trinidad,"el lindo calor de los cubanos, muy buen servicio al cliente, todo muy limpio y muy buena comida y barata y linda familia",Restaurant
2 de diciembre de 2014,50,Lo mejor que he hecho en Cuba,"La taberna Ochun Yemaya ha sido una de las mejores experiencias que he tenido en mi pais ,su langosta es de lo mejor que he probado y ni hablar de los mojitos, el ambiente musical es de lo mejor y las atenciones son fenomenales",Restaurant
23 de abril de 2014,50,UN AMOR DE TABERNA...,"Buena cocina cubana, óptima qualidad à bueno precio, hospitalidad y amabilidad...todos en un lugar muy lindo y acogedor. Musica traditional en vivo y muchos recuerdos....",Restaurant
20 de marzo de 2013,50,Unos de los mejores paladares de cuba,Estuvimos con mi novia viajando por la isla 42 dias y entre los paladares mas recomendables podemos nombrar a La taberna ! La dueña muy atenta y la comida simpre fresca!! pronto volveremos saludos desde BS As Roxana y Guido,Restaurant
9 de enero de 2013,50,que rico,"lo pase super . la comida y las personas que trabajan ay son super che veres , un saludos pra todos , no se lo pierdan ............",Restaurant
13 de octubre de 2019,50,La mejor comida en Cuba.,"La mejor relación calidad-precio en Cuba por un largo camino. Fui aquí 2/3 noches. Langosta y cordero, ambos sobresalientes. ~ 20 CUC por cabeza para entrantes, platos principales y bebidas. 5 + estrellas",Restaurant
6 de diciembre de 2018,50,cenando en trinidad,"Un sitio recomendado por los guías de tour gratis de trinidad. Excelente lugar y muy rico, me encanta la trinidad.",Restaurant
6 de octubre de 2018,50,Buena comida,"Buena comida, buenos servicios y música. Mi novia y yo la pasamos muy bien. El restaurante tiene una excelente ubicación.",Restaurant
5 de octubre de 2017,40,La comida y el servicio,El restaurante sirve buena comida con increíble platting así que llega una vez más con mi familia.,Restaurant
27 de agosto de 2017,50,Gran lugar para un bocado,Tuve la pequeña bocadillos cubanos y un par de cervezas frías con hielo cristal. La comida era muy buena y el entretenimiento era genial. Lugar ideal para sentarse junto a la ventana y ver a la gente.,Restaurant
9 de mayo de 2017,50,Buena comida y buen precio,Un pequeño restaurante muy confortable en el centro de Trinidad. La comida era muy deliciosa y el precio muy razonable. El personal era muy agradable. Excelente lugar para almorzar o cenar.,Restaurant
15 de abril de 2017,50,Una agradable sorpresa,Lo encontramos por casualidad y nos comimos una buena comida por un buen precio. Se lo recomiendo a todo el mundo! Ambiente agradable y buena música.,Restaurant
3 de abril de 2017,50,La mejor comida en Trinidad.,"Nos quedamos muy decepcionados con la comida en Trinidad, así que nos quedamos muy contentos de encontrar este lugar en nuestro último día en la ciudad. La comida era muy buena, especialmente la ropa vieja y el schrimps!",Restaurant
1 de marzo de 2017,50,Buena comida,Fuimos un par de veces durante nuestra estancia en Trinidad y en ambas ocasiones la comida era buena y la relación calidad-precio era excelente. El servicio es bueno y amable y el ambiente acogedor. Recomendado.,Restaurant
7 de febrero de 2017,40,"Súper barato, bastante bueno",Vinimos aquí dos veces y tenían música en vivo dos veces que era bastante buena. La comida era bastante buena si te quedas a tradicional cubana. Y las bebidas eran buenas. Evitar la pizza.,Restaurant
13 de diciembre de 2016,50,Encantadora comida y un gran servicio!,"Nos encantó este pequeño restaurante en Trinidad y regresó dos veces! Sirven un buen almuerzo y barato, y la langosta a la parrilla es delicioso!",Restaurant
11 de diciembre de 2016,50,"Sí, realmente la mejor langosta y excelentes precios","Mirando desde fuera no inspirará mucho (zona simple y no demasiado turístico) pero luego dentro de la comida es espléndida, cortesía y amabilidad del dueño es genial, las bebidas son deliciosos, relación calidad/precio son inmejorables. Increíble pero cierto, la mejor opción en Trinidad!",Restaurant
30 de noviembre de 2016,50,Mejor Langosta jamás!,"Los mejores a la brasa de toda Cuba para langosta sólo 9 CUC? Sí, luego a la derecha en r este restaurante. El servicio es amable y honesto, raros en la isla ;-)).",Restaurant
29 de agosto de 2016,50,El mejor lugar en Trinidad.,"Cuando estuvimos en Trinidad, comimos aquí y también nos alojamos en un hostal. Tienen un gran personal. El propietario, el chef y el camarero son geniales. Conseguir el camarero preparar mojito para usted y no te arrepentirás. El desayuno también era excelente. Altamente recomendado",Restaurant
14 de agosto de 2016,50,Mejor restaurante.,"Este es el mejor lugar que he sinnumero es un buen lugar para todo, y la comida es muy buena, así que vaya probarlo ☺ ☺ ☺ ☺",Restaurant
23 de julio de 2016,50,Un lugar increíble,"Fiest de todos calidad! Increíble! La comida es barata y deliciosa! Y dan mucho. El mejor, el elegante restaurante inTrinidad ~!",Restaurant
14 de junio de 2016,50,Excelente restaurante barato,Este restaurante sirve deliciosa comida barata un poco a pie de la plaza. No hay música en vivo. Excelente carnero (cordero) y ropa vieja. Los mejores cócteles de la ciudad canchanchara.,Restaurant
26 de febrero de 2016,50,Una joya,"Un buen restaurante sin pretensiones compacto. Ambiente agradable, buena comida y bebidas a un precio muy razonable y buen precio. Sus langostas a la parrilla con salsa de la casa es simplemente fantástico. Les pedimos que siga recto por tres cena.",Restaurant
23 de febrero de 2016,50,tesoro escondido.,Nos encantó este lugar! El barman/gerente fue muy acogedor. Realmente disfrutamos de nuestras cenas a la parrilla de pescado y el precio era muy razonable. Cuando volvimos para nuestra segunda vez que fueron reconocidas y me dieron una cálida bienvenida!,Restaurant
17 de junio de 2015,50,"Gran servicio, excelente comida.","Gran servicio, excelente comida a precios razonables. Fuimos tres veces en total porque era un lugar tan agradable. Buen ambiente. Lo recomiendo.",Restaurant
11 de mayo de 2015,50,El mejor restaurante que visitamos en nuestra visita a Cuba.,Fantástico servicio y comida deliciosa. Muy buena relación calidad-precio. Tuvimos el mejor mojito de nuestro viaje aquí. Vale la pena una visita.,Restaurant
10 de noviembre de 2012,50,"familia calidez, comida estupenda","Qué experiencia tan maravillosa! Un enorme sandwich, enormes sonrisas y los sentimientos de calidez y amistad. Sin duda es de visita obligada.",Restaurant
20 de octubre de 2022,50,Fabuloso!,Excelente atención! La comida es riquísima! Fuimos un día a cenar y cómo nos encanto volvimos a repetir! Realmente te hacen sentir muy cómodo. Les deseo muchas suerte y agradecerles por todo el servicio!,Restaurant
1 de octubre de 2022,50,Gran sitio,"La comida estaba buenísima, no hemos dejado recomendar y todo un acierto El trato genial y el precio también. Si venís a Trinidad recomendado 100 %",Restaurant
12 de septiembre de 2022,50,recomendable!!,"Terraza muy agradable, pasta buena y brownie casero rico (pocos sitios de cuba tienen postre), además cenamos tarde, sobre las 22:30 sin problema. Muy simpáticos los camareros.",Restaurant
9 de septiembre de 2022,50,La cena que no puedes perderte en Trinidad,"Una terraza mágica en Trinidad, excelente servicio, vista preciosa de la ciudad, comida riquisima, free wifi, imperdible!!!",Restaurant
9 de septiembre de 2022,50,Muñoz tapas,"El mejor restaurante de toda cuba. Las fajitas De pillo excelentes .los cócteles de maravilla.muchas gracias al colectivo de servicio el chino ,osniel ,osmel y los cocineros por la experiencia .",Restaurant
3 de agosto de 2022,50,Comida y trato excelente,"Hemos venido un grupo de cinco amigas y hemos comido genial. Pedimos pizza, pasta y jugo de mango. El servicio exquisito, la comida riquísima y local muy lindo!!! Repetiremos",Restaurant
18 de mayo de 2022,50,El mejor bar de Trinidad,"Sitio muy recomendado, los cócteles están increíbles, pero lo mejor sin duda el trato recibido por parte de Jose y Osmel!",Restaurant
11 de febrero de 2020,50,Perfecto,"La comida, la terraza, el sitio y la atención inmejorables. Muy atentos en todo momento y el coulant de chocolate increíble!!!",Restaurant
8 de febrero de 2020,50,ha sido maravilloso haber visitado este lugar,"visite este maravilloso lugar con unos amigos,y fue la mejor opcion que tomamos,la comida fue excepcional,el buen trato y el servicio inmejorable,si visitan este lugar no dejen de probar la vaca frita es una delicia",Restaurant
27 de diciembre de 2019,50,Maravilloso bar de tapas,"Excelente servicio, deliciosa comida me encantó la experiencia sin duda repetiría la visita. Gracias lo ame 😁",Restaurant
